ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host,uri
9.8.178.233,1203,217.116.130.77,80,facebook.com,/login
181.149.218.0,4265,204.157.88.182,8000,login.microsoftonline.com,/download/latest
209.44.23.148,2725,239.159.73.66,80,www.instagram.com,/course
197.233.125.213,2810,134.79.197.62,80,student.university.ac.th,/home
218.158.29.16,1226,173.180.105.98,80,zoom.us,/profile
32.42.42.168,1042,171.200.36.98,80,student.university.ac.th,/stories/12345
55.151.19.23,4786,22.112.9.201,80,university.ac.th,/search?q=data
92.150.140.121,4784,114.230.52.162,80,zoom.us,/en-US/docs/Web/HTTP
17.122.187.7,4699,11.192.212.250,80,amazon.com,/messages
70.7.212.62,3695,128.59.70.198,80,teams.microsoft.com,/api/ping
57.59.177.131,4290,161.24.239.141,80,facebook.com,/search?q=data
149.192.163.229,3553,103.100.220.125,80,www.instagram.com,/search?q=data
127.162.112.36,2800,44.199.239.109,80,university.ac.th,/search?q=data
184.58.28.13,5591,56.198.5.12,80,twitter.com,/en-US/docs/Web/HTTP
178.175.95.197,3487,73.144.146.171,80,student.university.ac.th,/home
221.59.55.61,5609,160.137.186.126,80,university.ac.th,/api/ping
254.168.136.121,5824,112.33.20.154,80,login.microsoftonline.com,/search?q=data
1.201.100.222,1701,166.42.216.112,80,cdn.discordapp.com,/stories/12345
11.104.219.2,5535,51.103.155.177,80,cdn.discordapp.com,/en-US/docs/Web/HTTP
126.241.133.170,2180,137.20.234.0,8000,www.instagram.com,/download/latest
67.126.223.146,5387,15.2.123.101,80,login.microsoftonline.com,/home
47.122.39.79,1116,118.197.133.198,80,cdn.discordapp.com,/stories/12345
221.232.102.68,2272,31.122.46.231,80,login.microsoftonline.com,/home
50.159.59.35,2994,72.86.46.15,80,api.line.me,/en-US/docs/Web/HTTP
107.85.241.202,4216,151.175.84.195,80,google.com,/auth/verify
91.38.233.141,4031,190.96.119.108,80,zoom.us,/stories/12345
241.208.187.161,3557,198.54.176.100,80,facebook.com,/messages
250.151.237.165,4818,203.255.207.136,8000,stackoverflow.com,/course
147.51.52.9,2586,137.112.245.211,80,google.com,/stories/12345
112.99.137.47,3961,225.198.172.157,80,login.microsoftonline.com,/login
96.78.131.133,5818,189.101.254.217,80,teams.microsoft.com,/products/books
223.59.0.9,5948,157.131.201.145,80,google.com,/auth/verify
87.44.169.179,6223,154.197.30.52,8000,stackoverflow.com,/api/ping
238.206.32.5,4767,156.99.238.194,80,youtube.com,/dashboard
61.41.127.174,6222,30.99.68.185,80,medium.com,/products/books
113.21.54.60,1569,135.98.102.152,80,cdn.discordapp.com,/download/latest
82.226.140.120,2901,192.220.216.130,80,stackoverflow.com,/profile
88.53.174.23,1009,162.147.80.252,80,twitter.com,/login
129.149.82.10,5160,228.221.90.38,80,amazon.com,/api/ping
10.48.93.115,1335,36.139.205.195,8000,www.instagram.com,/stories/12345
220.155.179.99,1782,28.201.194.142,80,teams.microsoft.com,/dashboard
171.215.18.66,5237,247.218.234.167,8080,google.com,/stories/12345
1.61.236.18,3997,223.83.52.16,80,cdn.discordapp.com,/course
196.158.71.175,2784,178.44.82.2,80,www.instagram.com,/dashboard
126.17.8.219,3248,173.176.232.95,8000,teams.microsoft.com,/search?q=data
252.124.118.135,4124,61.126.102.235,80,amazon.com,/messages
96.18.42.251,1257,232.15.173.108,80,stackoverflow.com,/messages
89.21.91.191,1083,104.194.208.60,80,amazon.com,/course
236.10.91.130,1462,132.169.37.140,80,stackoverflow.com,/download/latest
179.176.1.60,3156,169.153.63.151,80,google.com,/home
174.91.228.231,1342,240.157.181.32,80,twitter.com,/stories/12345
229.19.68.184,2131,186.151.105.222,80,teams.microsoft.com,/login
58.158.44.73,3646,190.83.94.74,8000,youtube.com,/login
139.88.2.3,1401,164.240.63.246,80,stackoverflow.com,/products/books
123.165.153.241,5439,137.182.134.153,80,zoom.us,/course
80.13.134.114,3844,245.89.1.200,8000,www.google.com,/profile
237.130.94.90,5637,201.11.131.41,80,university.ac.th,/messages
109.183.102.148,5404,59.199.240.253,8000,twitter.com,/en-US/docs/Web/HTTP
77.182.144.82,3653,172.132.239.6,8000,twitter.com,/en-US/docs/Web/HTTP
120.79.16.241,2140,65.24.223.37,8000,facebook.com,/api/ping
172.85.165.82,4879,38.92.137.109,80,api.line.me,/search?q=data
211.75.156.156,4866,92.65.66.88,8000,www.google.com,/download/latest
105.159.117.152,5705,254.130.210.240,80,facebook.com,/en-US/docs/Web/HTTP
231.250.38.209,1137,155.169.191.157,80,google.com,/messages
59.28.245.88,1802,186.26.7.196,8080,www.google.com,/en-US/docs/Web/HTTP
252.233.8.160,5067,253.202.63.115,8000,login.microsoftonline.com,/login
18.224.28.36,5150,174.220.70.140,80,university.ac.th,/dashboard
148.8.78.242,5633,165.169.13.38,80,amazon.com,/products/books
128.232.107.117,4406,6.235.10.150,8000,login.microsoftonline.com,/course
9.192.138.177,3160,230.96.166.157,80,login.microsoftonline.com,/products/books
181.111.141.195,4823,132.161.95.171,80,university.ac.th,/login
34.182.112.176,6291,165.31.164.69,80,google.com,/products/books
73.172.52.226,2507,138.227.253.232,80,facebook.com,/login
250.209.143.34,1038,200.7.106.119,80,student.university.ac.th,/profile
205.144.186.215,3586,226.228.54.215,8000,www.google.com,/home
0.69.103.248,2438,225.163.205.51,80,twitter.com,/en-US/docs/Web/HTTP
94.131.196.104,1950,30.114.137.99,80,www.google.com,/download/latest
225.241.201.214,3113,128.129.68.141,80,teams.microsoft.com,/products/books
68.237.148.224,2182,239.224.132.36,80,zoom.us,/search?q=data
72.245.125.117,1358,3.76.132.155,80,amazon.com,/en-US/docs/Web/HTTP
110.65.36.203,2620,21.17.210.120,8000,youtube.com,/dashboard
228.245.170.45,3282,54.130.195.93,8000,www.instagram.com,/en-US/docs/Web/HTTP
181.42.60.4,4921,217.102.26.7,8080,amazon.com,/en-US/docs/Web/HTTP
113.157.225.254,3146,86.202.213.14,80,amazon.com,/dashboard
80.70.190.166,4232,113.28.36.180,8000,www.instagram.com,/auth/verify
193.164.189.63,4182,41.170.114.219,80,stackoverflow.com,/messages
120.141.0.17,4135,41.10.105.224,80,www.google.com,/login
0.15.80.246,3876,86.72.133.239,8000,zoom.us,/products/books
63.204.96.84,4739,146.243.80.181,8080,university.ac.th,/en-US/docs/Web/HTTP
102.167.142.169,5654,164.180.198.148,80,api.line.me,/home
20.197.173.173,5041,79.120.1.243,80,cdn.discordapp.com,/home
87.223.67.28,1375,139.20.85.88,8000,google.com,/auth/verify
73.98.227.132,6030,225.232.142.82,8000,login.microsoftonline.com,/dashboard
141.32.225.208,1820,156.102.230.210,80,www.instagram.com,/search?q=data
226.19.200.193,1229,62.169.45.58,8000,stackoverflow.com,/products/books
227.147.73.152,3056,111.136.246.20,8000,medium.com,/stories/12345
124.186.235.58,6404,40.143.180.119,80,youtube.com,/products/books
23.232.220.198,2318,192.145.115.48,8000,twitter.com,/course
239.63.220.152,6185,236.107.35.192,80,google.com,/stories/12345
126.25.80.96,2339,208.82.193.87,80,stackoverflow.com,/login
204.220.46.0,4115,254.80.83.138,80,google.com,/login
193.140.131.69,1181,83.168.28.4,80,www.google.com,/course
229.199.123.8,5084,61.190.215.15,80,login.microsoftonline.com,/download/latest
46.176.37.178,3587,234.222.214.225,80,facebook.com,/en-US/docs/Web/HTTP
61.144.82.192,3085,24.106.86.214,80,zoom.us,/messages
35.158.157.168,5804,250.237.41.242,80,www.instagram.com,/search?q=data
212.156.54.235,5592,158.36.111.235,80,zoom.us,/download/latest
152.224.255.121,3588,166.151.24.170,80,login.microsoftonline.com,/en-US/docs/Web/HTTP
206.70.208.139,2057,226.40.105.174,80,stackoverflow.com,/login
244.234.50.168,2924,99.11.210.170,80,google.com,/course
238.233.129.203,1256,6.14.199.75,8000,google.com,/profile
49.134.112.21,5374,244.75.95.241,80,youtube.com,/download/latest
65.102.227.62,5530,181.15.38.34,80,youtube.com,/download/latest
154.9.141.89,4512,135.26.219.104,8000,api.line.me,/en-US/docs/Web/HTTP
97.67.210.207,2874,247.189.60.96,80,cdn.discordapp.com,/auth/verify
38.61.35.26,2391,60.209.22.170,80,amazon.com,/stories/12345
120.83.142.107,1325,21.11.116.167,8080,twitter.com,/stories/12345
168.146.236.27,1823,134.158.224.15,80,twitter.com,/login
136.54.239.34,5686,54.15.193.151,8080,twitter.com,/download/latest
109.182.130.72,5335,208.105.175.79,80,student.university.ac.th,/search?q=data
78.215.107.46,1698,86.133.180.13,80,medium.com,/course
246.253.216.101,6187,192.39.151.98,80,student.university.ac.th,/profile
165.175.82.182,1551,183.31.12.71,80,google.com,/search?q=data
63.173.97.118,5991,97.115.136.84,8000,teams.microsoft.com,/course
223.52.110.116,1544,78.51.228.134,80,stackoverflow.com,/course
223.152.73.207,6230,239.135.238.63,80,amazon.com,/profile
156.205.66.69,1124,85.176.71.56,8000,medium.com,/login
193.190.38.220,2966,41.116.87.139,80,api.line.me,/profile
156.162.30.216,4035,185.87.174.120,80,api.line.me,/api/ping
194.172.102.100,5830,177.73.70.75,80,zoom.us,/en-US/docs/Web/HTTP
88.241.65.80,2406,41.72.95.155,80,youtube.com,/messages
93.245.92.36,6043,220.224.169.249,80,teams.microsoft.com,/en-US/docs/Web/HTTP
182.4.83.182,2413,161.9.139.222,80,student.university.ac.th,/api/ping
88.94.149.127,2072,211.100.7.226,80,cdn.discordapp.com,/profile
169.207.68.198,2860,32.193.197.185,80,twitter.com,/en-US/docs/Web/HTTP
216.1.195.173,1830,130.145.35.21,80,student.university.ac.th,/api/ping
148.154.126.63,2333,176.186.114.54,8000,twitter.com,/auth/verify
208.122.252.163,1343,80.33.206.46,80,teams.microsoft.com,/course
135.251.50.100,2764,90.221.17.184,80,www.google.com,/dashboard
93.186.86.104,2516,135.22.127.8,80,api.line.me,/profile
197.101.1.182,1094,229.8.0.115,80,youtube.com,/download/latest
233.93.9.83,3088,165.209.37.86,80,zoom.us,/dashboard
127.155.255.102,1192,14.194.124.143,8080,youtube.com,/dashboard
176.251.185.93,4534,83.164.202.66,8080,login.microsoftonline.com,/products/books
184.32.38.44,4149,155.162.245.19,80,student.university.ac.th,/search?q=data
26.242.223.185,3835,129.31.106.95,80,google.com,/messages
155.78.208.189,2678,213.227.146.188,80,api.line.me,/dashboard
125.168.126.232,2966,150.78.6.124,80,api.line.me,/download/latest
12.152.209.93,5979,129.38.189.52,80,www.instagram.com,/messages
58.59.29.212,3396,31.189.27.60,80,medium.com,/course
169.134.20.32,3785,182.225.253.67,80,www.google.com,/api/ping
227.50.8.120,5409,238.70.234.57,80,youtube.com,/course
218.255.113.216,6018,203.111.168.236,80,facebook.com,/stories/12345
228.129.22.137,3182,225.171.220.229,80,youtube.com,/api/ping
56.160.213.98,3489,144.254.110.164,8000,amazon.com,/home
71.44.182.83,6327,59.183.221.2,80,google.com,/api/ping
131.186.20.150,2029,140.233.238.19,8080,facebook.com,/home
3.254.94.23,5771,188.29.140.127,8000,twitter.com,/dashboard
57.245.37.142,6219,255.244.223.222,80,api.line.me,/dashboard
179.121.129.199,5250,103.30.45.208,80,cdn.discordapp.com,/search?q=data
154.235.71.5,3206,221.33.58.26,8000,twitter.com,/login
150.141.69.171,3209,217.127.154.252,80,teams.microsoft.com,/stories/12345
25.229.8.143,5233,27.23.245.99,8000,student.university.ac.th,/search?q=data
42.104.239.7,5886,93.208.69.144,80,university.ac.th,/messages
179.195.212.59,2519,0.4.122.220,8000,twitter.com,/course
169.54.198.182,1975,236.217.26.181,80,university.ac.th,/messages
189.63.89.70,5264,42.206.110.236,80,google.com,/home
1.17.72.17,4373,171.43.197.69,80,youtube.com,/auth/verify
138.141.68.234,4678,159.11.0.68,8080,www.instagram.com,/login
229.87.133.126,4302,246.92.187.133,80,facebook.com,/en-US/docs/Web/HTTP
216.219.195.16,1817,108.223.61.138,80,stackoverflow.com,/search?q=data
56.87.208.205,3451,170.77.82.115,80,cdn.discordapp.com,/login
60.194.172.228,4369,167.172.216.210,80,www.google.com,/search?q=data
223.111.156.131,2994,61.12.153.251,80,google.com,/profile
67.76.248.20,1216,243.121.250.162,80,youtube.com,/en-US/docs/Web/HTTP
116.22.63.14,4153,135.145.175.57,80,youtube.com,/download/latest
19.224.68.28,2995,58.170.26.22,80,medium.com,/dashboard
135.121.255.5,3569,45.165.26.84,80,login.microsoftonline.com,/api/ping
249.0.57.236,5662,191.222.221.163,8000,medium.com,/login
131.60.52.99,1535,238.44.112.143,80,zoom.us,/api/ping
102.169.244.146,5932,25.54.230.155,80,youtube.com,/en-US/docs/Web/HTTP
178.32.163.50,5487,18.185.149.232,80,google.com,/search?q=data
39.1.21.56,3600,25.113.240.202,80,cdn.discordapp.com,/en-US/docs/Web/HTTP
164.23.193.233,4631,168.73.188.28,8080,student.university.ac.th,/course
195.107.48.62,3584,29.70.176.252,80,amazon.com,/dashboard
128.13.84.29,2417,91.143.224.102,80,www.instagram.com,/products/books
72.194.237.221,1319,114.64.54.150,80,twitter.com,/auth/verify
142.192.195.208,3562,85.153.214.230,80,university.ac.th,/course
159.74.151.253,5796,83.212.77.165,8000,university.ac.th,/products/books
183.209.33.155,2123,3.162.128.28,80,teams.microsoft.com,/dashboard
118.175.160.85,3986,44.242.30.41,8080,cdn.discordapp.com,/dashboard
192.86.65.32,5524,250.182.245.105,80,api.line.me,/home
153.124.20.76,2805,203.210.168.184,80,login.microsoftonline.com,/search?q=data
216.71.192.167,3634,40.124.2.226,80,student.university.ac.th,/login
120.144.57.14,2892,76.144.150.186,8000,cdn.discordapp.com,/api/ping
78.151.100.53,5299,166.248.236.99,80,cdn.discordapp.com,/profile
8.80.178.130,5534,30.221.52.193,80,amazon.com,/api/ping
120.112.201.122,3209,249.41.106.113,80,api.line.me,/home
177.227.244.178,5677,126.82.105.36,8080,google.com,/home
61.28.183.161,1722,219.76.254.13,8080,twitter.com,/dashboard
164.18.252.103,2312,243.12.137.102,80,university.ac.th,/login
197.182.80.187,2100,46.140.248.218,80,google.com,/course
26.241.246.6,3133,124.87.43.237,80,twitter.com,/home
78.253.202.33,4746,36.211.248.119,80,teams.microsoft.com,/download/latest
84.163.12.22,1180,246.18.213.82,8080,api.line.me,/home
66.247.201.40,2003,21.211.37.33,8080,university.ac.th,/download/latest
62.207.0.81,1508,47.15.157.165,80,google.com,/messages
237.14.145.236,3502,49.166.191.223,8080,google.com,/en-US/docs/Web/HTTP
44.93.233.85,1878,119.101.174.184,80,google.com,/stories/12345
23.8.10.22,2291,241.223.9.8,80,www.instagram.com,/profile
162.90.4.76,3694,122.146.105.129,80,www.google.com,/stories/12345
25.119.78.108,1199,218.191.154.35,8080,youtube.com,/profile
41.86.240.14,1561,152.161.121.99,80,stackoverflow.com,/search?q=data
209.139.85.128,1116,245.143.33.159,80,cdn.discordapp.com,/stories/12345
174.236.231.197,5608,7.86.203.161,80,google.com,/stories/12345
127.203.163.196,5486,9.143.245.44,80,university.ac.th,/dashboard
182.184.214.225,2249,236.96.35.37,80,medium.com,/login
20.23.56.248,5632,12.229.108.52,80,login.microsoftonline.com,/dashboard
127.225.0.179,3183,28.179.213.109,8000,university.ac.th,/login
68.32.184.24,3973,16.75.75.229,8080,google.com,/login
203.180.39.49,1134,123.159.44.54,80,amazon.com,/en-US/docs/Web/HTTP
168.215.249.126,1546,128.43.205.169,8000,youtube.com,/home
243.245.146.12,2132,240.118.47.137,80,teams.microsoft.com,/course
181.176.39.189,3883,208.143.184.53,80,cdn.discordapp.com,/download/latest
173.61.241.121,1384,226.108.66.119,80,api.line.me,/profile
8.117.231.173,3671,192.171.106.131,80,twitter.com,/auth/verify
84.148.241.184,1463,54.143.33.147,8000,teams.microsoft.com,/profile
210.158.194.38,3492,107.15.178.151,80,google.com,/login
208.41.69.145,6316,213.174.33.253,80,youtube.com,/en-US/docs/Web/HTTP
94.185.247.92,1387,189.220.14.94,8080,twitter.com,/api/ping
6.245.126.181,5163,88.223.210.246,80,student.university.ac.th,/auth/verify
112.37.123.245,2841,230.143.35.232,8000,student.university.ac.th,/dashboard
222.139.100.171,3383,78.6.246.11,80,google.com,/products/books
226.108.182.225,2112,14.132.53.61,80,cdn.discordapp.com,/download/latest
213.95.215.184,3597,153.145.21.184,8080,www.google.com,/dashboard
87.217.222.111,4972,49.73.43.22,8000,youtube.com,/products/books
197.79.100.106,6327,127.96.58.182,80,youtube.com,/dashboard
105.50.248.85,6159,163.153.201.169,80,www.google.com,/messages
249.181.117.214,1799,155.164.100.231,80,youtube.com,/dashboard
17.71.94.82,2327,89.223.137.251,8080,youtube.com,/messages
26.224.219.141,1771,34.99.72.177,80,google.com,/en-US/docs/Web/HTTP
105.115.98.254,1917,104.190.98.54,80,api.line.me,/home
66.69.104.110,1664,129.40.80.253,80,student.university.ac.th,/stories/12345
21.37.175.45,4948,170.214.218.146,80,www.instagram.com,/products/books
149.93.63.79,1054,231.59.64.253,80,amazon.com,/download/latest
226.52.120.224,5338,71.150.227.233,80,api.line.me,/profile
237.88.209.159,5126,198.185.227.77,80,teams.microsoft.com,/home
132.81.87.91,3715,33.202.173.138,80,google.com,/products/books
102.99.101.253,5641,242.121.48.94,80,login.microsoftonline.com,/dashboard
197.145.75.183,4578,55.6.134.92,8000,google.com,/course
82.191.199.188,2240,249.201.234.190,80,amazon.com,/api/ping
170.66.39.73,2399,241.42.95.32,8000,facebook.com,/en-US/docs/Web/HTTP
34.3.99.82,6467,240.156.240.138,80,stackoverflow.com,/search?q=data
218.130.32.189,4423,20.159.111.97,80,amazon.com,/messages
109.66.64.219,5560,3.85.86.28,80,twitter.com,/search?q=data
5.87.146.59,6215,195.27.174.10,8000,student.university.ac.th,/api/ping
105.200.187.142,6342,34.22.209.189,80,facebook.com,/stories/12345
167.165.206.206,2837,23.215.128.18,80,www.instagram.com,/api/ping
217.157.141.200,4035,52.161.157.52,80,google.com,/messages
114.106.141.219,2838,236.84.179.211,80,login.microsoftonline.com,/profile
21.101.124.108,3156,222.136.246.42,80,facebook.com,/download/latest
78.132.89.203,2229,43.159.85.250,80,stackoverflow.com,/download/latest
133.201.58.121,5788,248.53.35.184,80,student.university.ac.th,/download/latest
94.234.67.185,5713,202.66.5.79,8000,zoom.us,/login
94.220.46.84,1163,140.186.102.20,80,amazon.com,/en-US/docs/Web/HTTP
172.131.114.249,4825,224.239.129.176,80,medium.com,/products/books
109.86.249.184,5778,124.125.172.248,80,youtube.com,/auth/verify
114.182.54.63,5110,219.107.254.124,80,google.com,/download/latest
59.157.1.232,2477,82.135.22.8,80,youtube.com,/home
148.34.65.5,1787,134.119.14.62,8000,zoom.us,/en-US/docs/Web/HTTP
144.7.106.87,1790,135.202.151.210,8000,youtube.com,/download/latest
10.73.53.52,4795,144.251.68.216,8080,twitter.com,/course
58.68.138.161,6152,192.224.144.10,80,twitter.com,/course
73.230.140.212,2156,137.140.238.208,80,university.ac.th,/profile
196.67.119.68,4735,64.11.113.166,80,facebook.com,/search?q=data
65.85.61.87,3532,245.79.104.110,80,zoom.us,/api/ping
94.119.8.129,3074,202.157.210.225,8000,university.ac.th,/search?q=data
133.25.190.235,5727,101.196.169.223,80,amazon.com,/stories/12345
169.187.215.121,2835,67.150.6.252,80,www.google.com,/stories/12345
94.46.26.108,2848,245.23.207.25,80,student.university.ac.th,/en-US/docs/Web/HTTP
107.74.28.85,5346,142.62.3.241,80,facebook.com,/api/ping
48.3.61.192,6354,1.23.157.185,80,amazon.com,/messages
232.7.199.45,2904,62.82.63.112,8000,university.ac.th,/login
187.30.196.194,6113,12.31.207.192,80,www.google.com,/course
9.165.226.39,2422,130.36.81.65,80,api.line.me,/home
135.29.206.145,4192,142.124.215.101,8080,api.line.me,/auth/verify
205.251.209.205,2772,23.144.147.162,80,stackoverflow.com,/profile
235.137.78.246,2777,32.98.176.218,80,login.microsoftonline.com,/api/ping
87.85.78.46,2866,200.77.132.183,80,login.microsoftonline.com,/profile
75.23.62.119,5066,45.211.104.245,80,api.line.me,/login
205.184.216.233,4448,27.136.64.95,8080,facebook.com,/auth/verify
199.161.161.230,3367,166.148.55.124,80,twitter.com,/course
109.242.196.53,4871,200.143.69.241,80,medium.com,/products/books
68.8.72.36,1294,43.64.96.174,80,twitter.com,/login
108.217.109.198,4700,135.134.153.194,8000,login.microsoftonline.com,/home
217.20.103.83,2957,214.62.167.58,8080,www.google.com,/stories/12345
36.35.252.235,3265,166.51.173.123,8080,www.google.com,/api/ping
141.207.4.142,2670,221.9.28.176,8000,university.ac.th,/products/books
91.67.253.3,2511,37.88.187.209,80,stackoverflow.com,/en-US/docs/Web/HTTP
208.88.65.37,2131,136.165.252.64,80,university.ac.th,/stories/12345
241.76.69.127,1512,223.199.0.66,8080,twitter.com,/messages
143.129.16.51,3185,208.59.109.84,80,teams.microsoft.com,/dashboard
102.195.70.216,2201,174.224.179.107,8080,student.university.ac.th,/home
41.171.185.45,4028,39.154.224.188,80,amazon.com,/stories/12345
155.8.227.55,4186,61.138.213.234,8000,login.microsoftonline.com,/auth/verify
230.77.198.28,5772,87.156.118.124,80,login.microsoftonline.com,/en-US/docs/Web/HTTP
80.133.61.118,3030,148.207.41.32,80,facebook.com,/home
51.255.34.86,4004,207.24.153.58,80,www.instagram.com,/stories/12345
128.65.205.103,4469,239.215.88.32,80,university.ac.th,/products/books
217.245.161.202,3601,154.164.146.21,80,university.ac.th,/home
17.209.50.20,3271,187.160.61.204,8080,facebook.com,/en-US/docs/Web/HTTP
12.67.81.99,5349,95.88.159.199,80,teams.microsoft.com,/dashboard
6.252.214.82,2426,48.202.65.122,80,medium.com,/profile
212.130.122.147,1751,5.183.174.83,80,youtube.com,/stories/12345
10.92.7.219,2271,83.39.112.92,80,www.instagram.com,/api/ping
250.30.96.39,2395,24.1.193.102,80,student.university.ac.th,/auth/verify
238.211.202.231,5739,67.165.117.174,80,youtube.com,/search?q=data
191.148.89.197,2131,245.193.235.59,80,facebook.com,/profile
104.144.194.5,1559,6.180.73.236,80,student.university.ac.th,/download/latest
35.213.135.154,1425,3.255.233.185,80,google.com,/en-US/docs/Web/HTTP
65.37.129.132,1927,222.90.141.59,80,medium.com,/auth/verify
39.90.12.162,6252,83.155.191.242,80,student.university.ac.th,/messages
106.70.117.160,4637,210.142.231.60,80,google.com,/login
15.2.13.83,6412,153.134.212.3,8080,university.ac.th,/dashboard
41.46.223.77,5123,93.168.189.10,8000,google.com,/products/books
44.116.217.53,1210,26.79.160.27,80,stackoverflow.com,/course
68.223.171.104,5665,100.213.31.90,80,www.google.com,/search?q=data
29.247.24.67,2921,3.161.128.20,8080,teams.microsoft.com,/search?q=data
